temperature,qid,prompt1,prompt2,similarity
1.0,Q10,expert,brief,0.57045794
1.0,Q10,expert,expert,0.9159919
1.0,Q10,expert,detailed,0.71319026
1.0,Q10,expert,noisy,0.88763314
1.0,Q10,expert,original,0.79800075
1.0,Q10,expert,step_by_step,0.8375492
1.0,Q10,expert,brief,0.54430556
1.0,Q10,expert,expert,0.8537284
1.0,Q10,expert,detailed,0.84179175
1.0,Q10,expert,noisy,0.8848449
1.0,Q10,detailed,noisy,1.0000001
1.0,Q10,detailed,original,0.9168805
1.0,Q10,detailed,step_by_step,0.69466007
1.0,Q10,detailed,brief,0.9743973
1.0,Q10,detailed,expert,0.9600283
1.0,Q10,detailed,detailed,0.71617365
1.0,Q10,detailed,noisy,0.8693565
1.0,Q10,detailed,original,0.91520494
1.0,Q10,detailed,step_by_step,0.7018418
1.0,Q10,detailed,brief,0.6694178
1.0,Q10,detailed,expert,0.91265416
1.0,Q10,detailed,detailed,0.6834968
1.0,Q10,detailed,noisy,0.95349294
1.0,Q10,detailed,original,0.7897327
1.0,Q10,detailed,step_by_step,0.7651843
1.0,Q10,detailed,brief,0.6604289
1.0,Q10,detailed,expert,0.8349863
1.0,Q10,detailed,detailed,0.79489243
1.0,Q10,detailed,noisy,0.894148
1.0,Q10,noisy,original,0.9168805
1.0,Q10,noisy,step_by_step,0.69466007
1.0,Q10,noisy,brief,0.9743973
1.0,Q10,noisy,expert,0.9600283
1.0,Q10,noisy,detailed,0.71617365
1.0,Q10,noisy,noisy,0.8693565
1.0,Q10,noisy,original,0.91520494
1.0,Q10,noisy,step_by_step,0.7018418
1.0,Q10,noisy,brief,0.6694178
1.0,Q10,noisy,expert,0.91265416
1.0,Q10,noisy,detailed,0.6834968
1.0,Q10,noisy,noisy,0.95349294
1.0,Q10,noisy,original,0.7897327
1.0,Q10,noisy,step_by_step,0.7651843
1.0,Q10,noisy,brief,0.6604289
1.0,Q10,noisy,expert,0.8349863
1.0,Q10,noisy,detailed,0.79489243
1.0,Q10,noisy,noisy,0.894148
1.0,Q10,original,step_by_step,0.6375568
1.0,Q10,original,brief,0.92054796
1.0,Q10,original,expert,0.8891328
1.0,Q10,original,detailed,0.66500384
1.0,Q10,original,noisy,0.8584566
1.0,Q10,original,original,0.8147013
1.0,Q10,original,step_by_step,0.657833
1.0,Q10,original,brief,0.5467893
1.0,Q10,original,expert,0.85442615
1.0,Q10,original,detailed,0.68189704
1.0,Q10,original,noisy,0.876772
1.0,Q10,original,original,0.8006488
1.0,Q10,original,step_by_step,0.724697
1.0,Q10,original,brief,0.66399616
1.0,Q10,original,expert,0.81534755
1.0,Q10,original,detailed,0.776998
1.0,Q10,original,noisy,0.85716504
1.0,Q10,step_by_step,brief,0.67030704
1.0,Q10,step_by_step,expert,0.7474072
1.0,Q10,step_by_step,detailed,0.76399124
1.0,Q10,step_by_step,noisy,0.73274136
1.0,Q10,step_by_step,original,0.7062249
1.0,Q10,step_by_step,step_by_step,0.91039526
1.0,Q10,step_by_step,brief,0.29357773
1.0,Q10,step_by_step,expert,0.7602253
1.0,Q10,step_by_step,detailed,0.7646493
1.0,Q10,step_by_step,noisy,0.7240065
1.0,Q10,step_by_step,original,0.7191249
1.0,Q10,step_by_step,step_by_step,0.8338897
1.0,Q10,step_by_step,brief,0.3092015
1.0,Q10,step_by_step,expert,0.76473635
1.0,Q10,step_by_step,detailed,0.82606226
1.0,Q10,step_by_step,noisy,0.73065114
1.0,Q10,brief,expert,0.93253624
1.0,Q10,brief,detailed,0.6895094
1.0,Q10,brief,noisy,0.86502695
1.0,Q10,brief,original,0.8811059
1.0,Q10,brief,step_by_step,0.67627144
1.0,Q10,brief,brief,0.63570565
1.0,Q10,brief,expert,0.89262736
1.0,Q10,brief,detailed,0.6892869
1.0,Q10,brief,noisy,0.9326161
1.0,Q10,brief,original,0.7920234
1.0,Q10,brief,step_by_step,0.74680114
1.0,Q10,brief,brief,0.6766697
1.0,Q10,brief,expert,0.8243631
1.0,Q10,brief,detailed,0.7918472
1.0,Q10,brief,noisy,0.878549
1.0,Q10,expert,detailed,0.75680244
1.0,Q10,expert,noisy,0.891788
1.0,Q10,expert,original,0.9114312
1.0,Q10,expert,step_by_step,0.7604836
1.0,Q10,expert,brief,0.58937395
1.0,Q10,expert,expert,0.9325681
1.0,Q10,expert,detailed,0.7002247
1.0,Q10,expert,noisy,0.9413225
1.0,Q10,expert,original,0.8231232
1.0,Q10,expert,step_by_step,0.82157075
1.0,Q10,expert,brief,0.6060543
1.0,Q10,expert,expert,0.8764735
1.0,Q10,expert,detailed,0.8405944
1.0,Q10,expert,noisy,0.9197593
1.0,Q10,detailed,noisy,0.7350217
1.0,Q10,detailed,original,0.7589434
1.0,Q10,detailed,step_by_step,0.80107653
1.0,Q10,detailed,brief,0.36349875
1.0,Q10,detailed,expert,0.76576376
1.0,Q10,detailed,detailed,0.70717573
1.0,Q10,detailed,noisy,0.7566279
1.0,Q10,detailed,original,0.72535163
1.0,Q10,detailed,step_by_step,0.7984865
1.0,Q10,detailed,brief,0.34607646
1.0,Q10,detailed,expert,0.74591833
1.0,Q10,detailed,detailed,0.8113929
1.0,Q10,detailed,noisy,0.7623806
1.0,Q10,noisy,original,0.794313
1.0,Q10,noisy,step_by_step,0.75032794
1.0,Q10,noisy,brief,0.50163156
1.0,Q10,noisy,expert,0.92086756
1.0,Q10,noisy,detailed,0.81068015
1.0,Q10,noisy,noisy,0.8491781
1.0,Q10,noisy,original,0.9061933
1.0,Q10,noisy,step_by_step,0.81492656
1.0,Q10,noisy,brief,0.6209841
1.0,Q10,noisy,expert,0.9052084
1.0,Q10,noisy,detailed,0.9028567
1.0,Q10,noisy,noisy,0.92636526
1.0,Q10,original,step_by_step,0.75046563
1.0,Q10,original,brief,0.65274787
1.0,Q10,original,expert,0.8836979
1.0,Q10,original,detailed,0.6751077
1.0,Q10,original,noisy,0.9677893
1.0,Q10,original,original,0.7297069
1.0,Q10,original,step_by_step,0.73558044
1.0,Q10,original,brief,0.5999808
1.0,Q10,original,expert,0.78740597
1.0,Q10,original,detailed,0.7783747
1.0,Q10,original,noisy,0.8332926
1.0,Q10,step_by_step,brief,0.3091965
1.0,Q10,step_by_step,expert,0.7942833
1.0,Q10,step_by_step,detailed,0.78833055
1.0,Q10,step_by_step,noisy,0.7475901
1.0,Q10,step_by_step,original,0.7306483
1.0,Q10,step_by_step,step_by_step,0.82495755
1.0,Q10,step_by_step,brief,0.33354142
1.0,Q10,step_by_step,expert,0.78017575
1.0,Q10,step_by_step,detailed,0.8515378
1.0,Q10,step_by_step,noisy,0.7573781
1.0,Q10,brief,expert,0.5615475
1.0,Q10,brief,detailed,0.31820396
1.0,Q10,brief,noisy,0.5921824
1.0,Q10,brief,original,0.4175222
1.0,Q10,brief,step_by_step,0.33572373
1.0,Q10,brief,brief,0.7766416
1.0,Q10,brief,expert,0.41998494
1.0,Q10,brief,detailed,0.3876027
1.0,Q10,brief,noisy,0.5187217
1.0,Q10,expert,detailed,0.7854487
1.0,Q10,expert,noisy,0.9080338
1.0,Q10,expert,original,0.88710415
1.0,Q10,expert,step_by_step,0.81083536
1.0,Q10,expert,brief,0.6134472
1.0,Q10,expert,expert,0.8848771
1.0,Q10,expert,detailed,0.9021749
1.0,Q10,expert,noisy,0.92939276
1.0,Q10,detailed,noisy,0.71782315
1.0,Q10,detailed,original,0.8304861
1.0,Q10,detailed,step_by_step,0.6885128
1.0,Q10,detailed,brief,0.4761669
1.0,Q10,detailed,expert,0.81258035
1.0,Q10,detailed,detailed,0.8588598
1.0,Q10,detailed,noisy,0.7625998
1.0,Q10,noisy,original,0.7953556
1.0,Q10,noisy,step_by_step,0.7748558
1.0,Q10,noisy,brief,0.5985491
1.0,Q10,noisy,expert,0.836079
1.0,Q10,noisy,detailed,0.8178857
1.0,Q10,noisy,noisy,0.88338304
1.0,Q10,original,step_by_step,0.7624855
1.0,Q10,original,brief,0.57574046
1.0,Q10,original,expert,0.87447894
1.0,Q10,original,detailed,0.90526986
1.0,Q10,original,noisy,0.913936
1.0,Q10,step_by_step,brief,0.35343876
1.0,Q10,step_by_step,expert,0.8227575
1.0,Q10,step_by_step,detailed,0.84715784
1.0,Q10,step_by_step,noisy,0.81827986
1.0,Q10,brief,expert,0.5436717
1.0,Q10,brief,detailed,0.50719696
1.0,Q10,brief,noisy,0.5462868
1.0,Q10,expert,detailed,0.9056772
1.0,Q10,expert,noisy,0.8794229
1.0,Q10,detailed,noisy,0.87310255
1.0,Q11,original,step_by_step,0.37244248
1.0,Q11,original,brief,0.39799446
1.0,Q11,original,expert,0.3981754
1.0,Q11,original,detailed,0.4564882
1.0,Q11,original,noisy,0.8795135
1.0,Q11,original,original,0.54115546
1.0,Q11,original,step_by_step,0.47207215
1.0,Q11,original,brief,0.18391399
1.0,Q11,original,expert,0.51862633
1.0,Q11,original,detailed,0.44062048
1.0,Q11,original,noisy,0.5159426
1.0,Q11,original,original,0.515509
1.0,Q11,original,step_by_step,0.33161724
1.0,Q11,original,brief,0.70280063
1.0,Q11,original,expert,0.5849881
1.0,Q11,original,detailed,0.43864477
1.0,Q11,original,noisy,0.44432116
1.0,Q11,original,original,0.5654452
1.0,Q11,original,step_by_step,0.47603709
1.0,Q11,original,brief,0.59791976
1.0,Q11,original,expert,0.5568287
1.0,Q11,original,detailed,0.39117652
1.0,Q11,original,noisy,0.315375
1.0,Q11,step_by_step,brief,0.13085794
1.0,Q11,step_by_step,expert,0.17308658
1.0,Q11,step_by_step,detailed,0.5783248
1.0,Q11,step_by_step,noisy,0.44254613
1.0,Q11,step_by_step,original,0.2953111
1.0,Q11,step_by_step,step_by_step,0.4059409
1.0,Q11,step_by_step,brief,0.15822178
1.0,Q11,step_by_step,expert,0.34856737
1.0,Q11,step_by_step,detailed,0.31802952
1.0,Q11,step_by_step,noisy,0.33922267
1.0,Q11,step_by_step,original,0.42640474
1.0,Q11,step_by_step,step_by_step,0.3674348
1.0,Q11,step_by_step,brief,0.29854274
1.0,Q11,step_by_step,expert,0.33479774
1.0,Q11,step_by_step,detailed,0.34493777
1.0,Q11,step_by_step,noisy,0.3056827
1.0,Q11,step_by_step,original,0.48370302
1.0,Q11,step_by_step,step_by_step,0.48404536
1.0,Q11,step_by_step,brief,0.31997842
1.0,Q11,step_by_step,expert,0.37054685
1.0,Q11,step_by_step,detailed,0.38564086
1.0,Q11,step_by_step,noisy,0.41804558
1.0,Q11,brief,expert,0.78144425
1.0,Q11,brief,detailed,0.40657127
1.0,Q11,brief,noisy,0.39647543
1.0,Q11,brief,original,0.25410676
1.0,Q11,brief,step_by_step,0.5097821
1.0,Q11,brief,brief,0.41664195
1.0,Q11,brief,expert,0.5837442
1.0,Q11,brief,detailed,0.5975995
1.0,Q11,brief,noisy,0.58502626
1.0,Q11,brief,original,0.4890704
1.0,Q11,brief,step_by_step,0.4288472
1.0,Q11,brief,brief,0.5910883
1.0,Q11,brief,expert,0.6407331
1.0,Q11,brief,detailed,0.6089181
1.0,Q11,brief,noisy,0.48195964
1.0,Q11,brief,original,0.5924306
1.0,Q11,brief,step_by_step,0.5313914
1.0,Q11,brief,brief,0.17552572
1.0,Q11,brief,expert,0.59574366
1.0,Q11,brief,detailed,0.5241275
1.0,Q11,brief,noisy,0.54532266
1.0,Q11,expert,detailed,0.47595683
1.0,Q11,expert,noisy,0.41641665
1.0,Q11,expert,original,0.18942575
1.0,Q11,expert,step_by_step,0.5834758
1.0,Q11,expert,brief,0.2626919
1.0,Q11,expert,expert,0.6058961
1.0,Q11,expert,detailed,0.7172924
1.0,Q11,expert,noisy,0.6513159
1.0,Q11,expert,original,0.54522365
1.0,Q11,expert,step_by_step,0.50100887
1.0,Q11,expert,brief,0.6031451
1.0,Q11,expert,expert,0.705527
1.0,Q11,expert,detailed,0.6915735
1.0,Q11,expert,noisy,0.49285206
1.0,Q11,expert,original,0.6549861
1.0,Q11,expert,step_by_step,0.6360077
1.0,Q11,expert,brief,0.123112224
1.0,Q11,expert,expert,0.6567584
1.0,Q11,expert,detailed,0.6689695
1.0,Q11,expert,noisy,0.622038
1.0,Q11,detailed,noisy,0.46609414
1.0,Q11,detailed,original,0.42373177
1.0,Q11,detailed,step_by_step,0.5462681
1.0,Q11,detailed,brief,0.33753586
1.0,Q11,detailed,expert,0.5691409
1.0,Q11,detailed,detailed,0.63585365
1.0,Q11,detailed,noisy,0.57859486
1.0,Q11,detailed,original,0.59753597
1.0,Q11,detailed,step_by_step,0.6500255
1.0,Q11,detailed,brief,0.48272598
1.0,Q11,detailed,expert,0.5110009
1.0,Q11,detailed,detailed,0.5902676
1.0,Q11,detailed,noisy,0.53605545
1.0,Q11,detailed,original,0.6659379
1.0,Q11,detailed,step_by_step,0.6979038
1.0,Q11,detailed,brief,0.39435965
1.0,Q11,detailed,expert,0.5718436
1.0,Q11,detailed,detailed,0.7169659
1.0,Q11,detailed,noisy,0.66557777
1.0,Q11,noisy,original,0.40925872
1.0,Q11,noisy,step_by_step,0.52261305
1.0,Q11,noisy,brief,0.23749174
1.0,Q11,noisy,expert,0.5373739
1.0,Q11,noisy,detailed,0.49101228
1.0,Q11,noisy,noisy,0.52124536
1.0,Q11,noisy,original,0.5752361
1.0,Q11,noisy,step_by_step,0.3789829
1.0,Q11,noisy,brief,0.7555557
1.0,Q11,noisy,expert,0.6408073
1.0,Q11,noisy,detailed,0.4867224
1.0,Q11,noisy,noisy,0.49221343
1.0,Q11,noisy,original,0.58314157
1.0,Q11,noisy,step_by_step,0.526387
1.0,Q11,noisy,brief,0.4632612
1.0,Q11,noisy,expert,0.57758284
1.0,Q11,noisy,detailed,0.41233432
1.0,Q11,noisy,noisy,0.3494109
1.0,Q11,original,step_by_step,0.20207804
1.0,Q11,original,brief,0.18923786
1.0,Q11,original,expert,0.29805416
1.0,Q11,original,detailed,0.2180562
1.0,Q11,original,noisy,0.3589397
1.0,Q11,original,original,0.32301325
1.0,Q11,original,step_by_step,0.3116715
1.0,Q11,original,brief,0.3646003
1.0,Q11,original,expert,0.21384585
1.0,Q11,original,detailed,0.17873833
1.0,Q11,original,noisy,0.31321996
1.0,Q11,original,original,0.2656863
1.0,Q11,original,step_by_step,0.19620636
1.0,Q11,original,brief,0.6608634
1.0,Q11,original,expert,0.24838978
1.0,Q11,original,detailed,0.24244058
1.0,Q11,original,noisy,0.21415824
1.0,Q11,step_by_step,brief,0.26103222
1.0,Q11,step_by_step,expert,0.64774483
1.0,Q11,step_by_step,detailed,0.7161839
1.0,Q11,step_by_step,noisy,0.47333607
1.0,Q11,step_by_step,original,0.51392907
1.0,Q11,step_by_step,step_by_step,0.5246593
1.0,Q11,step_by_step,brief,0.62715125
1.0,Q11,step_by_step,expert,0.672337
1.0,Q11,step_by_step,detailed,0.6900562
1.0,Q11,step_by_step,noisy,0.3957496
1.0,Q11,step_by_step,original,0.68819124
1.0,Q11,step_by_step,step_by_step,0.77381146
1.0,Q11,step_by_step,brief,0.2992419
1.0,Q11,step_by_step,expert,0.7697942
1.0,Q11,step_by_step,detailed,0.6655608
1.0,Q11,step_by_step,noisy,0.6208811
1.0,Q11,brief,expert,0.28637922
1.0,Q11,brief,detailed,0.30681884
1.0,Q11,brief,noisy,0.4273169
1.0,Q11,brief,original,0.32521975
1.0,Q11,brief,step_by_step,0.256393
1.0,Q11,brief,brief,0.34231532
1.0,Q11,brief,expert,0.3369764
1.0,Q11,brief,detailed,0.29418594
1.0,Q11,brief,noisy,0.37622172
1.0,Q11,brief,original,0.2640709
1.0,Q11,brief,step_by_step,0.29160646
1.0,Q11,brief,brief,0.20513535
1.0,Q11,brief,expert,0.31676942
1.0,Q11,brief,detailed,0.28041846
1.0,Q11,brief,noisy,0.3102249
1.0,Q11,expert,detailed,0.75439906
1.0,Q11,expert,noisy,0.51182026
1.0,Q11,expert,original,0.5552821
1.0,Q11,expert,step_by_step,0.60962594
1.0,Q11,expert,brief,0.71388495
1.0,Q11,expert,expert,0.7661269
1.0,Q11,expert,detailed,0.6141936
1.0,Q11,expert,noisy,0.55688345
1.0,Q11,expert,original,0.8265129
1.0,Q11,expert,step_by_step,0.6875285
1.0,Q11,expert,brief,0.20461187
1.0,Q11,expert,expert,0.8123357
1.0,Q11,expert,detailed,0.5918422
1.0,Q11,expert,noisy,0.60413265
1.0,Q11,detailed,noisy,0.64950895
1.0,Q11,detailed,original,0.6580303
1.0,Q11,detailed,step_by_step,0.6805147
1.0,Q11,detailed,brief,0.60784215
1.0,Q11,detailed,expert,0.7700076
1.0,Q11,detailed,detailed,0.7545364
1.0,Q11,detailed,noisy,0.6234467
1.0,Q11,detailed,original,0.8327886
1.0,Q11,detailed,step_by_step,0.8401482
1.0,Q11,detailed,brief,0.14994448
1.0,Q11,detailed,expert,0.7942674
1.0,Q11,detailed,detailed,0.82298696
1.0,Q11,detailed,noisy,0.7260771
1.0,Q11,noisy,original,0.6640774
1.0,Q11,noisy,step_by_step,0.50313604
1.0,Q11,noisy,brief,0.51157475
1.0,Q11,noisy,expert,0.6304146
1.0,Q11,noisy,detailed,0.599323
1.0,Q11,noisy,noisy,0.5616329
1.0,Q11,noisy,original,0.61418647
1.0,Q11,noisy,step_by_step,0.58434945
1.0,Q11,noisy,brief,0.28331837
1.0,Q11,noisy,expert,0.5695077
1.0,Q11,noisy,detailed,0.59569865
1.0,Q11,noisy,noisy,0.5028908
1.0,Q11,original,step_by_step,0.5681075
1.0,Q11,original,brief,0.63694865
1.0,Q11,original,expert,0.7206821
1.0,Q11,original,detailed,0.63240707
1.0,Q11,original,noisy,0.62926847
1.0,Q11,original,original,0.63187844
1.0,Q11,original,step_by_step,0.65587115
1.0,Q11,original,brief,0.30889362
1.0,Q11,original,expert,0.57902664
1.0,Q11,original,detailed,0.6161995
1.0,Q11,original,noisy,0.5333328
1.0,Q11,step_by_step,brief,0.46053123
1.0,Q11,step_by_step,expert,0.5457618
1.0,Q11,step_by_step,detailed,0.5825391
1.0,Q11,step_by_step,noisy,0.5615207
1.0,Q11,step_by_step,original,0.62887245
1.0,Q11,step_by_step,step_by_step,0.6607728
1.0,Q11,step_by_step,brief,0.2028051
1.0,Q11,step_by_step,expert,0.5679664
1.0,Q11,step_by_step,detailed,0.7071774
1.0,Q11,step_by_step,noisy,0.73542094
1.0,Q11,brief,expert,0.8010963
1.0,Q11,brief,detailed,0.58304954
1.0,Q11,brief,noisy,0.52572334
1.0,Q11,brief,original,0.62775564
1.0,Q11,brief,step_by_step,0.6214281
1.0,Q11,brief,brief,0.3399697
1.0,Q11,brief,expert,0.70846796
1.0,Q11,brief,detailed,0.4804427
1.0,Q11,brief,noisy,0.44312638
1.0,Q11,expert,detailed,0.7549782
1.0,Q11,expert,noisy,0.56202185
1.0,Q11,expert,original,0.77091503
1.0,Q11,expert,step_by_step,0.72194743
1.0,Q11,expert,brief,0.16529372
1.0,Q11,expert,expert,0.8489428
1.0,Q11,expert,detailed,0.6026553
1.0,Q11,expert,noisy,0.524637
1.0,Q11,detailed,noisy,0.59495854
1.0,Q11,detailed,original,0.7126248
1.0,Q11,detailed,step_by_step,0.7769621
1.0,Q11,detailed,brief,0.13701792
1.0,Q11,detailed,expert,0.7571838
1.0,Q11,detailed,detailed,0.74816966
1.0,Q11,detailed,noisy,0.6559246
1.0,Q11,noisy,original,0.55835366
1.0,Q11,noisy,step_by_step,0.52002454
1.0,Q11,noisy,brief,0.24322395
1.0,Q11,noisy,expert,0.50420016
1.0,Q11,noisy,detailed,0.5387004
1.0,Q11,noisy,noisy,0.49033388
1.0,Q11,original,step_by_step,0.81152827
1.0,Q11,original,brief,0.20987567
1.0,Q11,original,expert,0.8047464
1.0,Q11,original,detailed,0.72673905
1.0,Q11,original,noisy,0.6817805
1.0,Q11,step_by_step,brief,0.21196055
1.0,Q11,step_by_step,expert,0.77748597
1.0,Q11,step_by_step,detailed,0.84641933
1.0,Q11,step_by_step,noisy,0.76697993
1.0,Q11,brief,expert,0.20657873
1.0,Q11,brief,detailed,0.21530679
1.0,Q11,brief,noisy,0.2492695
1.0,Q11,expert,detailed,0.67345285
1.0,Q11,expert,noisy,0.61585844
1.0,Q11,detailed,noisy,0.84049547
1.0,Q12,original,step_by_step,0.5749991
1.0,Q12,original,brief,-0.0924889
1.0,Q12,original,expert,0.3576737
1.0,Q12,original,detailed,0.20881943
1.0,Q12,original,noisy,0.59876096
1.0,Q12,original,original,0.18103787
1.0,Q12,original,step_by_step,0.15396595
1.0,Q12,original,brief,0.57051605
1.0,Q12,original,expert,0.2483547
1.0,Q12,original,detailed,0.2521978
1.0,Q12,original,noisy,0.17225708
1.0,Q12,original,original,0.16523099
1.0,Q12,original,step_by_step,0.08228818
1.0,Q12,original,brief,0.17557797
1.0,Q12,original,expert,0.18645899
1.0,Q12,original,detailed,0.30871248
1.0,Q12,original,noisy,0.30880913
1.0,Q12,original,original,0.25975224
1.0,Q12,original,step_by_step,0.26574636
1.0,Q12,original,brief,0.055226713
1.0,Q12,original,expert,0.25608402
1.0,Q12,original,detailed,0.20691854
1.0,Q12,original,noisy,0.17246932
1.0,Q12,step_by_step,brief,0.094517015
1.0,Q12,step_by_step,expert,0.411165
1.0,Q12,step_by_step,detailed,0.2956429
1.0,Q12,step_by_step,noisy,0.77231014
1.0,Q12,step_by_step,original,0.15797527
1.0,Q12,step_by_step,step_by_step,-0.003137879
1.0,Q12,step_by_step,brief,0.36343008
1.0,Q12,step_by_step,expert,0.2524134
1.0,Q12,step_by_step,detailed,0.17103013
1.0,Q12,step_by_step,noisy,0.08879587
1.0,Q12,step_by_step,original,0.02019829
1.0,Q12,step_by_step,step_by_step,0.034021337
1.0,Q12,step_by_step,brief,0.006953165
1.0,Q12,step_by_step,expert,0.09022682
1.0,Q12,step_by_step,detailed,0.13537835
1.0,Q12,step_by_step,noisy,0.10265115
1.0,Q12,step_by_step,original,0.15484157
1.0,Q12,step_by_step,step_by_step,0.28397125
1.0,Q12,step_by_step,brief,-0.043869793
1.0,Q12,step_by_step,expert,0.20287019
1.0,Q12,step_by_step,detailed,-0.0065704435
1.0,Q12,step_by_step,noisy,0.05916204
1.0,Q12,brief,expert,-0.06487121
1.0,Q12,brief,detailed,-0.106775776
1.0,Q12,brief,noisy,0.014383789
1.0,Q12,brief,original,-0.07101189
1.0,Q12,brief,step_by_step,0.010037133
1.0,Q12,brief,brief,-0.097759984
1.0,Q12,brief,expert,0.044270813
1.0,Q12,brief,detailed,0.03575404
1.0,Q12,brief,noisy,0.04922681
1.0,Q12,brief,original,0.0014581867
1.0,Q12,brief,step_by_step,0.0068605896
1.0,Q12,brief,brief,0.010481112
1.0,Q12,brief,expert,0.006819796
1.0,Q12,brief,detailed,0.0076981876
1.0,Q12,brief,noisy,-0.015071215
1.0,Q12,brief,original,0.049854696
1.0,Q12,brief,step_by_step,0.033964526
1.0,Q12,brief,brief,-0.00039153732
1.0,Q12,brief,expert,-0.0078038154
1.0,Q12,brief,detailed,-0.067083865
1.0,Q12,brief,noisy,-0.01085007
1.0,Q12,expert,detailed,0.23503476
1.0,Q12,expert,noisy,0.51999223
1.0,Q12,expert,original,0.18928619
1.0,Q12,expert,step_by_step,0.07907235
1.0,Q12,expert,brief,0.2920036
1.0,Q12,expert,expert,0.20408884
1.0,Q12,expert,detailed,0.113920234
1.0,Q12,expert,noisy,0.10787227
1.0,Q12,expert,original,0.11908956
1.0,Q12,expert,step_by_step,0.078834586
1.0,Q12,expert,brief,0.08559791
1.0,Q12,expert,expert,0.15211408
1.0,Q12,expert,detailed,0.14883459
1.0,Q12,expert,noisy,0.18450165
1.0,Q12,expert,original,0.20282212
1.0,Q12,expert,step_by_step,0.13037087
1.0,Q12,expert,brief,0.053883553
1.0,Q12,expert,expert,0.23293617
1.0,Q12,expert,detailed,0.037756562
1.0,Q12,expert,noisy,0.08406226
1.0,Q12,detailed,noisy,0.21224073
1.0,Q12,detailed,original,-0.062167756
1.0,Q12,detailed,step_by_step,0.053716287
1.0,Q12,detailed,brief,0.31329745
1.0,Q12,detailed,expert,0.3584393
1.0,Q12,detailed,detailed,0.1403721
1.0,Q12,detailed,noisy,-0.115697846
1.0,Q12,detailed,original,-0.04580866
1.0,Q12,detailed,step_by_step,0.08867718
1.0,Q12,detailed,brief,-0.01773211
1.0,Q12,detailed,expert,0.108228505
1.0,Q12,detailed,detailed,0.02449672
1.0,Q12,detailed,noisy,0.045612734
1.0,Q12,detailed,original,0.085225835
1.0,Q12,detailed,step_by_step,0.13888136
1.0,Q12,detailed,brief,0.09208391
1.0,Q12,detailed,expert,0.10736104
1.0,Q12,detailed,detailed,0.11638727
1.0,Q12,detailed,noisy,0.12863474
1.0,Q12,noisy,original,0.2356345
1.0,Q12,noisy,step_by_step,0.028899156
1.0,Q12,noisy,brief,0.35132056
1.0,Q12,noisy,expert,0.21625224
1.0,Q12,noisy,detailed,0.17710945
1.0,Q12,noisy,noisy,0.2094226
1.0,Q12,noisy,original,0.14774548
1.0,Q12,noisy,step_by_step,0.03828642
1.0,Q12,noisy,brief,0.0895146
1.0,Q12,noisy,expert,0.06255846
1.0,Q12,noisy,detailed,0.18157819
1.0,Q12,noisy,noisy,0.18200609
1.0,Q12,noisy,original,0.16088806
1.0,Q12,noisy,step_by_step,0.20112523
1.0,Q12,noisy,brief,-0.054166213
1.0,Q12,noisy,expert,0.256607
1.0,Q12,noisy,detailed,0.01904248
1.0,Q12,noisy,noisy,0.06915801
1.0,Q12,original,step_by_step,0.11034833
1.0,Q12,original,brief,0.20467332
1.0,Q12,original,expert,0.16632533
1.0,Q12,original,detailed,0.17563817
1.0,Q12,original,noisy,0.45012647
1.0,Q12,original,original,0.4193371
1.0,Q12,original,step_by_step,0.15204892
1.0,Q12,original,brief,0.27176446
1.0,Q12,original,expert,0.21364644
1.0,Q12,original,detailed,0.28466752
1.0,Q12,original,noisy,0.34135726
1.0,Q12,original,original,0.29743978
1.0,Q12,original,step_by_step,0.13622308
1.0,Q12,original,brief,0.2636168
1.0,Q12,original,expert,0.33732322
1.0,Q12,original,detailed,0.12055469
1.0,Q12,original,noisy,0.18658999
1.0,Q12,step_by_step,brief,0.5371487
1.0,Q12,step_by_step,expert,0.046366535
1.0,Q12,step_by_step,detailed,0.6510687
1.0,Q12,step_by_step,noisy,0.057495937
1.0,Q12,step_by_step,original,0.1640059
1.0,Q12,step_by_step,step_by_step,0.6627551
1.0,Q12,step_by_step,brief,0.26462322
1.0,Q12,step_by_step,expert,0.48685792
1.0,Q12,step_by_step,detailed,0.56931525
1.0,Q12,step_by_step,noisy,0.5347128
1.0,Q12,step_by_step,original,0.62348497
1.0,Q12,step_by_step,step_by_step,0.6676738
1.0,Q12,step_by_step,brief,0.4410362
1.0,Q12,step_by_step,expert,0.5336004
1.0,Q12,step_by_step,detailed,0.7716509
1.0,Q12,step_by_step,noisy,0.76353526
1.0,Q12,brief,expert,0.28908455
1.0,Q12,brief,detailed,0.54849017
1.0,Q12,brief,noisy,0.17260933
1.0,Q12,brief,original,0.088716574
1.0,Q12,brief,step_by_step,0.5272296
1.0,Q12,brief,brief,0.16433871
1.0,Q12,brief,expert,0.5528884
1.0,Q12,brief,detailed,0.47636425
1.0,Q12,brief,noisy,0.5293004
1.0,Q12,brief,original,0.59594214
1.0,Q12,brief,step_by_step,0.5706845
1.0,Q12,brief,brief,0.24586539
1.0,Q12,brief,expert,0.5013054
1.0,Q12,brief,detailed,0.5355656
1.0,Q12,brief,noisy,0.70456076
1.0,Q12,expert,detailed,0.15989667
1.0,Q12,expert,noisy,0.030999454
1.0,Q12,expert,original,-0.005968253
1.0,Q12,expert,step_by_step,0.10648081
1.0,Q12,expert,brief,0.0063700117
1.0,Q12,expert,expert,0.076723605
1.0,Q12,expert,detailed,0.063730806
1.0,Q12,expert,noisy,0.019820616
